plot,year,species,LAI,carbon dioxide,temp
plot10,2020,larch,0.691050881,elevated,9
plot10,2020,all,2.231573152,elevated,9
plot10,2020,spruce,1.638587706,elevated,9
plot10,2021,larch,0.576687075,elevated,9
plot10,2021,all,2.163578447,elevated,9
plot10,2021,spruce,1.589815072,elevated,9
plot10,2022,larch,0.635429417,elevated,9
plot10,2022,all,2.301620395,elevated,9
plot10,2022,spruce,1.862328798,elevated,9
plot10,2015,larch,0.325587372,elevated,9
plot10,2015,all,0.920735792,elevated,9
plot10,2015,spruce,0.669211257,elevated,9
plot10,2016,larch,0.393251417,elevated,9
plot10,2016,all,1.333436903,elevated,9
plot10,2016,spruce,0.942981274,elevated,9
plot10,2017,larch,0.448621488,elevated,9
plot10,2017,all,1.310807393,elevated,9
plot10,2017,spruce,0.931822168,elevated,9
plot10,2018,larch,0.78196095,elevated,9
plot10,2018,all,1.65503509,elevated,9
plot10,2018,spruce,1.265948219,elevated,9
plot10,2019,larch,0.65458442,elevated,9
plot10,2019,all,2.056597055,elevated,9
plot10,2019,spruce,1.359395497,elevated,9
plot10,2020,larch,0.721262221,elevated,9
plot10,2020,all,2.261368437,elevated,9
plot10,2020,spruce,1.538390261,elevated,9
plot10,2021,larch,0.631073468,elevated,9
plot10,2021,all,2.143773892,elevated,9
plot10,2021,spruce,1.783737444,elevated,9
plot10,2022,larch,0.837384044,elevated,9
plot10,2022,all,2.20666927,elevated,9
plot10,2022,spruce,1.895766274,elevated,9
plot10,2015,larch,0.346269535,elevated,9
plot10,2015,all,0.948534868,elevated,9
plot10,2015,spruce,0.726804833,elevated,9
plot10,2016,larch,0.462529533,elevated,9
plot10,2016,all,1.223607579,elevated,9
plot10,2016,spruce,0.954837742,elevated,9
plot10,2017,larch,0.4202619,elevated,9
plot10,2017,all,1.441537763,elevated,9
plot10,2017,spruce,0.880621112,elevated,9
plot10,2018,larch,0.667402509,elevated,9
plot10,2018,all,1.511378066,elevated,9
plot10,2018,spruce,1.226627143,elevated,9
plot10,2019,larch,0.72265711,elevated,9
plot10,2019,all,1.921347746,elevated,9
plot10,2019,spruce,1.340724124,elevated,9
plot10,2020,larch,0.699229827,elevated,9
plot10,2020,all,2.321163391,elevated,9
plot10,2020,spruce,1.625662114,elevated,9
plot10,2021,larch,0.622482711,elevated,9
plot10,2021,all,2.113516031,elevated,9
plot10,2021,spruce,1.684173053,elevated,9
plot10,2022,larch,0.657941607,elevated,9
plot10,2022,all,2.425925758,elevated,9
plot10,2022,spruce,1.834669771,elevated,9
plot10,2015,larch,0.378166445,elevated,9
plot10,2015,all,0.925037151,elevated,9
plot10,2015,spruce,0.734038982,elevated,9
plot10,2016,larch,0.423042095,elevated,9
plot10,2016,all,1.238417457,elevated,9
plot10,2016,spruce,1.012395051,elevated,9
plot10,2017,larch,0.439012716,elevated,9
plot10,2017,all,1.349898838,elevated,9
plot10,2017,spruce,0.877250519,elevated,9
plot10,2018,larch,0.688137156,elevated,9
plot10,2018,all,1.597946267,elevated,9
plot10,2018,spruce,1.200136991,elevated,9
plot10,2019,larch,0.728413796,elevated,9
plot10,2019,all,2.274837067,elevated,9
plot10,2019,spruce,1.428679292,elevated,9
plot10,2020,larch,0.654475378,elevated,9
plot10,2020,all,2.21176221,elevated,9
plot10,2020,spruce,1.501855829,elevated,9
plot10,2021,larch,0.615642952,elevated,9
plot10,2021,all,2.459482791,elevated,9
plot10,2021,spruce,1.688306623,elevated,9
plot10,2022,larch,0.697591044,elevated,9
plot10,2022,all,2.551303747,elevated,9
plot10,2022,spruce,1.950698557,elevated,9
plot10,2015,larch,0.393517651,elevated,9
plot10,2015,all,1.014038237,elevated,9
plot10,2015,spruce,0.654641477,elevated,9
plot10,2016,larch,0.507213011,elevated,9
plot10,2016,all,1.276615728,elevated,9
plot10,2016,spruce,0.958516099,elevated,9
plot10,2017,larch,0.484656125,elevated,9
plot10,2017,all,1.196396165,elevated,9
plot10,2017,spruce,0.903372755,elevated,9
plot10,2018,larch,0.619784591,elevated,9
plot10,2018,all,1.597477054,elevated,9
plot10,2018,spruce,1.19556369,elevated,9
plot10,2019,larch,0.740009358,elevated,9
plot10,2019,all,1.976830221,elevated,9
plot10,2019,spruce,1.349386634,elevated,9
plot10,2020,larch,0.663722977,elevated,9
plot10,2020,all,2.144529327,elevated,9
plot10,2020,spruce,1.567207339,elevated,9
plot10,2021,larch,0.622773946,elevated,9
plot10,2021,all,2.614111159,elevated,9
plot10,2021,spruce,1.608612979,elevated,9
plot10,2022,larch,0.657630383,elevated,9
plot10,2022,all,3.027696506,elevated,9
plot10,2022,spruce,1.865947156,elevated,9
plot11,2015,all,1.895070518,elevated,2.25
plot11,2016,all,1.954586863,elevated,2.25
plot11,2017,all,2.08779057,elevated,2.25
plot11,2018,all,2.766623515,elevated,2.25
plot11,2019,all,2.169168717,elevated,2.25
plot11,2020,all,2.280424088,elevated,2.25
plot11,2021,all,2.711411605,elevated,2.25
plot11,2022,all,2.16556309,elevated,2.25
plot11,2015,larch,0.373013395,elevated,2.25
plot11,2016,larch,0.600936132,elevated,2.25
plot11,2017,larch,0.322869589,elevated,2.25
plot11,2018,larch,0.278229091,elevated,2.25
plot11,2019,larch,0.424620644,elevated,2.25
plot11,2020,larch,0.348927485,elevated,2.25
plot11,2021,larch,0.340890876,elevated,2.25
plot11,2022,larch,0.649661618,elevated,2.25
plot11,2015,spruce,1.171745927,elevated,2.25
plot11,2016,spruce,1.297192881,elevated,2.25
plot11,2017,spruce,1.115207936,elevated,2.25
plot11,2018,spruce,1.411054792,elevated,2.25
plot11,2019,spruce,1.377255804,elevated,2.25
plot11,2020,spruce,1.854501128,elevated,2.25
plot11,2021,spruce,1.530719215,elevated,2.25
plot11,2022,spruce,1.522473124,elevated,2.25
plot11,2015,larch,0.384628802,elevated,2.25
plot11,2015,all,2.040656701,elevated,2.25
plot11,2015,spruce,1.268930467,elevated,2.25
plot11,2016,larch,0.638978807,elevated,2.25
plot11,2016,all,1.779278495,elevated,2.25
plot11,2016,spruce,1.216298022,elevated,2.25
plot11,2017,larch,0.300952511,elevated,2.25
plot11,2017,all,1.880075303,elevated,2.25
plot11,2017,spruce,1.179051225,elevated,2.25
plot11,2018,larch,0.282395589,elevated,2.25
plot11,2018,all,1.932952908,elevated,2.25
plot11,2018,spruce,1.504003024,elevated,2.25
plot11,2019,larch,0.397205311,elevated,2.25
plot11,2019,all,2.283118707,elevated,2.25
plot11,2019,spruce,1.768804608,elevated,2.25
plot11,2020,larch,0.342227294,elevated,2.25
plot11,2020,all,2.161834402,elevated,2.25
plot11,2020,spruce,1.625506872,elevated,2.25
plot11,2021,larch,0.353987318,elevated,2.25
plot11,2021,all,2.366261609,elevated,2.25
plot11,2021,spruce,1.524790095,elevated,2.25
plot11,2022,larch,0.636905486,elevated,2.25
plot11,2022,all,2.094353429,elevated,2.25
plot11,2022,spruce,1.656862569,elevated,2.25
plot11,2015,larch,0.35597553,elevated,2.25
plot11,2015,all,1.878916946,elevated,2.25
plot11,2015,spruce,1.138700594,elevated,2.25
plot11,2016,larch,0.636639522,elevated,2.25
plot11,2016,all,1.846922645,elevated,2.25
plot11,2016,spruce,1.409203233,elevated,2.25
plot11,2017,larch,0.312057848,elevated,2.25
plot11,2017,all,1.800695474,elevated,2.25
plot11,2017,spruce,1.267768441,elevated,2.25
plot11,2018,larch,0.323632618,elevated,2.25
plot11,2018,all,2.358257323,elevated,2.25
plot11,2018,spruce,1.470997225,elevated,2.25
plot11,2019,larch,0.357258156,elevated,2.25
plot11,2019,all,2.194328436,elevated,2.25
plot11,2019,spruce,1.465870693,elevated,2.25
plot11,2020,larch,0.340476935,elevated,2.25
plot11,2020,all,2.409716573,elevated,2.25
plot11,2020,spruce,1.677519742,elevated,2.25
plot11,2021,larch,0.34158737,elevated,2.25
plot11,2021,all,2.299113187,elevated,2.25
plot11,2021,spruce,1.59645925,elevated,2.25
plot11,2022,larch,0.65292062,elevated,2.25
plot11,2022,all,2.439109429,elevated,2.25
plot11,2022,spruce,1.558835685,elevated,2.25
plot11,2015,larch,0.347754759,elevated,2.25
plot11,2015,all,1.864816424,elevated,2.25
plot11,2015,spruce,1.561383876,elevated,2.25
plot11,2016,larch,0.598982266,elevated,2.25
plot11,2016,all,1.935239806,elevated,2.25
plot11,2016,spruce,1.397959095,elevated,2.25
plot11,2017,larch,0.385456575,elevated,2.25
plot11,2017,all,2.380299776,elevated,2.25
plot11,2017,spruce,1.199340846,elevated,2.25
plot11,2018,larch,0.316597447,elevated,2.25
plot11,2018,all,2.006241687,elevated,2.25
plot11,2018,spruce,1.417662806,elevated,2.25
plot11,2019,larch,0.374527814,elevated,2.25
plot11,2019,all,2.553341906,elevated,2.25
plot11,2019,spruce,1.479057468,elevated,2.25
plot11,2020,larch,0.383093449,elevated,2.25
plot11,2020,all,2.385199089,elevated,2.25
plot11,2020,spruce,1.655906539,elevated,2.25
plot11,2021,larch,0.365858626,elevated,2.25
plot11,2021,all,2.205164967,elevated,2.25
plot11,2021,spruce,1.58157937,elevated,2.25
plot11,2022,larch,0.658599383,elevated,2.25
plot11,2022,all,2.228643863,elevated,2.25
plot11,2022,spruce,1.624787333,elevated,2.25
plot11,2015,larch,0.374283127,elevated,2.25
plot11,2015,all,3.860266692,elevated,2.25
plot11,2015,spruce,1.119941728,elevated,2.25
plot11,2016,larch,0.627199762,elevated,2.25
plot11,2016,all,2.173497139,elevated,2.25
plot11,2016,spruce,1.305983784,elevated,2.25
plot11,2017,larch,0.315595862,elevated,2.25
plot11,2017,all,1.766631321,elevated,2.25
plot11,2017,spruce,1.17051518,elevated,2.25
plot11,2018,larch,0.340027275,elevated,2.25
plot11,2018,all,2.030612678,elevated,2.25
plot11,2018,spruce,1.408386647,elevated,2.25
plot11,2019,larch,0.417979421,elevated,2.25
plot11,2019,all,2.016323618,elevated,2.25
plot11,2019,spruce,1.383520671,elevated,2.25
plot11,2020,larch,0.337844072,elevated,2.25
plot11,2020,all,2.433770173,elevated,2.25
plot11,2020,spruce,1.756649552,elevated,2.25
plot11,2021,larch,0.358939767,elevated,2.25
plot11,2021,all,2.298635121,elevated,2.25
plot11,2021,spruce,1.581857704,elevated,2.25
plot11,2022,larch,0.66403312,elevated,2.25
plot11,2022,all,2.057237718,elevated,2.25
plot11,2022,spruce,1.578853055,elevated,2.25
plot11,2015,larch,0.379327451,elevated,2.25
plot11,2015,all,2.090704246,elevated,2.25
plot11,2015,spruce,1.206823811,elevated,2.25
plot11,2016,larch,0.624035695,elevated,2.25
plot11,2016,all,1.786672261,elevated,2.25
plot11,2016,spruce,1.418626806,elevated,2.25
plot11,2017,larch,0.345746188,elevated,2.25
plot11,2017,all,1.961298422,elevated,2.25
plot11,2017,spruce,1.214452804,elevated,2.25
plot11,2018,larch,0.293686173,elevated,2.25
plot11,2018,all,1.965711102,elevated,2.25
plot11,2018,spruce,1.527989254,elevated,2.25
plot11,2019,larch,0.407894048,elevated,2.25
plot11,2019,all,2.161481683,elevated,2.25
plot11,2019,spruce,1.282825012,elevated,2.25
plot11,2020,larch,0.32237071,elevated,2.25
plot11,2020,all,2.463688568,elevated,2.25
plot11,2020,spruce,1.60844074,elevated,2.25
plot11,2021,larch,0.354005531,elevated,2.25
plot11,2021,all,2.294926407,elevated,2.25
plot11,2021,spruce,1.596544617,elevated,2.25
plot11,2022,larch,0.620623028,elevated,2.25
plot11,2022,all,2.367289194,elevated,2.25
plot11,2022,spruce,1.57306647,elevated,2.25
plot11,2015,larch,0.362266164,elevated,2.25
plot11,2015,all,1.982182038,elevated,2.25
plot11,2015,spruce,1.266877825,elevated,2.25
plot11,2016,larch,0.57045091,elevated,2.25
plot11,2016,all,1.892545811,elevated,2.25
plot11,2016,spruce,1.422044571,elevated,2.25
plot11,2017,larch,0.333027232,elevated,2.25
plot11,2017,all,1.779357088,elevated,2.25
plot11,2017,spruce,1.142931017,elevated,2.25
plot11,2018,larch,0.305803203,elevated,2.25
plot11,2018,all,2.038794659,elevated,2.25
plot11,2018,spruce,1.545661787,elevated,2.25
plot11,2019,larch,0.394285527,elevated,2.25
plot11,2019,all,2.108848737,elevated,2.25
plot11,2019,spruce,1.498561464,elevated,2.25
plot11,2020,larch,0.33107292,elevated,2.25
plot11,2020,all,2.766578372,elevated,2.25
plot11,2020,spruce,1.73444228,elevated,2.25
plot11,2021,larch,0.352956184,elevated,2.25
plot11,2021,all,2.301698226,elevated,2.25
plot11,2021,spruce,1.702729991,elevated,2.25
plot11,2022,larch,0.63089028,elevated,2.25
plot11,2022,all,2.276694213,elevated,2.25
plot11,2022,spruce,1.817989676,elevated,2.25
plot11,2015,larch,0.387597773,elevated,2.25
plot11,2015,all,1.860635187,elevated,2.25
plot11,2015,spruce,1.245808725,elevated,2.25
plot11,2016,larch,0.630004947,elevated,2.25
plot11,2016,all,1.806504753,elevated,2.25
plot11,2016,spruce,1.239841171,elevated,2.25
plot11,2017,larch,0.317483884,elevated,2.25
plot11,2017,all,1.934652789,elevated,2.25
plot11,2017,spruce,1.2236542,elevated,2.25
plot11,2018,larch,0.278965613,elevated,2.25
plot11,2018,all,1.9878799,elevated,2.25
plot11,2018,spruce,1.370433934,elevated,2.25
plot11,2019,larch,0.420615242,elevated,2.25
plot11,2019,all,2.055204436,elevated,2.25
plot11,2019,spruce,1.39971405,elevated,2.25
plot11,2020,larch,0.343857508,elevated,2.25
plot11,2020,all,2.323013111,elevated,2.25
plot11,2020,spruce,1.625112033,elevated,2.25
plot11,2021,larch,0.355006509,elevated,2.25
plot11,2021,all,2.47823787,elevated,2.25
plot11,2021,spruce,1.463800098,elevated,2.25
plot11,2022,larch,0.601812928,elevated,2.25
plot11,2022,all,2.103389715,elevated,2.25
plot11,2022,spruce,1.532047807,elevated,2.25
plot11,2015,larch,0.412209408,elevated,2.25
plot11,2015,all,1.985723198,elevated,2.25
plot11,2015,spruce,1.220625839,elevated,2.25
plot11,2016,larch,0.637058899,elevated,2.25
plot11,2016,all,1.842375497,elevated,2.25
plot11,2016,spruce,1.251382778,elevated,2.25
plot11,2017,larch,0.293550004,elevated,2.25
plot11,2017,all,1.824066929,elevated,2.25
plot11,2017,spruce,1.330007839,elevated,2.25
plot11,2018,larch,0.29185171,elevated,2.25
plot11,2018,all,2.0875177,elevated,2.25
plot11,2018,spruce,1.364485966,elevated,2.25
plot11,2019,larch,0.388659751,elevated,2.25
plot11,2019,all,2.33791772,elevated,2.25
plot11,2019,spruce,1.486786744,elevated,2.25
plot11,2020,larch,0.397060237,elevated,2.25
plot11,2020,all,2.272387254,elevated,2.25
plot11,2020,spruce,1.69728403,elevated,2.25
plot11,2021,larch,0.355599823,elevated,2.25
plot11,2021,all,2.398987879,elevated,2.25
plot11,2021,spruce,1.596649174,elevated,2.25
plot11,2022,larch,0.688163448,elevated,2.25
plot11,2022,all,2.101634513,elevated,2.25
plot11,2022,spruce,1.634866546,elevated,2.25
plot11,2015,larch,0.390894053,elevated,2.25
plot11,2015,all,1.979617276,elevated,2.25
plot11,2015,spruce,1.229019367,elevated,2.25
plot11,2016,larch,0.613474103,elevated,2.25
plot11,2016,all,2.16222964,elevated,2.25
plot11,2016,spruce,1.317332504,elevated,2.25
plot11,2017,larch,0.364356704,elevated,2.25
plot11,2017,all,1.830395656,elevated,2.25
plot11,2017,spruce,1.36584799,elevated,2.25
plot11,2018,larch,0.273154937,elevated,2.25
plot11,2018,all,2.024804622,elevated,2.25
plot11,2018,spruce,1.411637182,elevated,2.25
plot11,2019,larch,0.356717655,elevated,2.25
plot11,2019,all,2.16251802,elevated,2.25
plot11,2019,spruce,1.468707545,elevated,2.25
plot11,2020,larch,0.297367481,elevated,2.25
plot11,2020,all,2.193768446,elevated,2.25
plot11,2020,spruce,1.662665416,elevated,2.25
plot11,2021,larch,0.342630252,elevated,2.25
plot11,2021,all,2.460098618,elevated,2.25
plot11,2021,spruce,1.565470742,elevated,2.25
plot11,2022,larch,0.614725597,elevated,2.25
plot11,2022,all,2.119833467,elevated,2.25
plot11,2022,spruce,1.646592154,elevated,2.25
plot13,2015,all,1.232659335,ambient,4.5
plot13,2016,all,1.233976566,ambient,4.5
plot13,2017,all,1.401468933,ambient,4.5
plot13,2018,all,1.455506084,ambient,4.5
plot13,2019,all,1.528430952,ambient,4.5
plot13,2020,all,1.605632906,ambient,4.5
plot13,2021,all,1.845540084,ambient,4.5
plot13,2022,all,1.682186814,ambient,4.5
plot13,2015,larch,0.187856732,ambient,4.5
plot13,2016,larch,0.180950183,ambient,4.5
plot13,2017,larch,0.223733232,ambient,4.5
plot13,2018,larch,0.248539149,ambient,4.5
plot13,2019,larch,0.247512512,ambient,4.5
plot13,2020,larch,0.281728767,ambient,4.5
plot13,2021,larch,0.297148579,ambient,4.5
plot13,2022,larch,0.287347065,ambient,4.5
plot13,2015,spruce,1.540778997,ambient,4.5
plot13,2016,spruce,1.271265331,ambient,4.5
plot13,2017,spruce,1.31833835,ambient,4.5
plot13,2018,spruce,1.28602737,ambient,4.5
plot13,2019,spruce,1.383091442,ambient,4.5
plot13,2020,spruce,1.595727542,ambient,4.5
plot13,2021,spruce,1.569430017,ambient,4.5
plot13,2022,spruce,1.733388146,ambient,4.5
plot13,2015,larch,0.197148558,ambient,4.5
plot13,2015,all,1.046983902,ambient,4.5
plot13,2015,spruce,1.074447527,ambient,4.5
plot13,2016,larch,0.173281889,ambient,4.5
plot13,2016,all,1.244724666,ambient,4.5
plot13,2016,spruce,1.251659174,ambient,4.5
plot13,2017,larch,0.235714624,ambient,4.5
plot13,2017,all,1.269073689,ambient,4.5
plot13,2017,spruce,1.413498948,ambient,4.5
plot13,2018,larch,0.259012533,ambient,4.5
plot13,2018,all,1.501804806,ambient,4.5
plot13,2018,spruce,1.526506848,ambient,4.5
plot13,2019,larch,0.231281507,ambient,4.5
plot13,2019,all,1.387980035,ambient,4.5
plot13,2019,spruce,1.535845178,ambient,4.5
plot13,2020,larch,0.227915069,ambient,4.5
plot13,2020,all,1.837457909,ambient,4.5
plot13,2020,spruce,1.680084176,ambient,4.5
plot13,2021,larch,0.279952175,ambient,4.5
plot13,2021,all,1.598236757,ambient,4.5
plot13,2021,spruce,1.665955219,ambient,4.5
plot13,2022,larch,0.314142821,ambient,4.5
plot13,2022,all,1.780567202,ambient,4.5
plot13,2022,spruce,1.790554338,ambient,4.5
plot13,2015,larch,0.186008005,ambient,4.5
plot13,2015,all,1.117750237,ambient,4.5
plot13,2015,spruce,1.087312887,ambient,4.5
plot13,2016,larch,0.194548386,ambient,4.5
plot13,2016,all,1.200499499,ambient,4.5
plot13,2016,spruce,1.236447477,ambient,4.5
plot13,2017,larch,0.229779838,ambient,4.5
plot13,2017,all,1.381857162,ambient,4.5
plot13,2017,spruce,1.311858353,ambient,4.5
plot13,2018,larch,0.251699698,ambient,4.5
plot13,2018,all,1.482523495,ambient,4.5
plot13,2018,spruce,1.4316191,ambient,4.5
plot13,2019,larch,0.238297623,ambient,4.5
plot13,2019,all,1.75115659,ambient,4.5
plot13,2019,spruce,1.473067147,ambient,4.5
plot13,2020,larch,0.238760549,ambient,4.5
plot13,2020,all,1.590796663,ambient,4.5
plot13,2020,spruce,1.700223651,ambient,4.5
plot13,2021,larch,0.277674762,ambient,4.5
plot13,2021,all,1.61624958,ambient,4.5
plot13,2021,spruce,1.572631591,ambient,4.5
plot13,2022,larch,0.304285161,ambient,4.5
plot13,2022,all,1.645264755,ambient,4.5
plot13,2022,spruce,1.732769543,ambient,4.5
plot13,2015,larch,0.18526041,ambient,4.5
plot13,2015,all,1.087472038,ambient,4.5
plot13,2015,spruce,1.127880374,ambient,4.5
plot13,2016,larch,0.175392403,ambient,4.5
plot13,2016,all,1.165899195,ambient,4.5
plot13,2016,spruce,1.220304239,ambient,4.5
plot13,2017,larch,0.216662663,ambient,4.5
plot13,2017,all,1.265179874,ambient,4.5
plot13,2017,spruce,1.396606059,ambient,4.5
plot13,2018,larch,0.246997855,ambient,4.5
plot13,2018,all,1.431869933,ambient,4.5
plot13,2018,spruce,1.458040818,ambient,4.5
plot13,2019,larch,0.241725046,ambient,4.5
plot13,2019,all,1.548692126,ambient,4.5
plot13,2019,spruce,1.501629834,ambient,4.5
plot13,2020,larch,0.23453723,ambient,4.5
plot13,2020,all,1.560082208,ambient,4.5
plot13,2020,spruce,1.610200764,ambient,4.5
plot13,2021,larch,0.286639117,ambient,4.5
plot13,2021,all,1.630301966,ambient,4.5
plot13,2021,spruce,1.690605367,ambient,4.5
plot13,2022,larch,0.290347804,ambient,4.5
plot13,2022,all,1.834803568,ambient,4.5
plot13,2022,spruce,1.629630646,ambient,4.5
plot13,2015,larch,0.18592207,ambient,4.5
plot13,2015,all,1.059625819,ambient,4.5
plot13,2015,spruce,1.045959597,ambient,4.5
plot13,2016,larch,0.194995841,ambient,4.5
plot13,2016,all,1.215381848,ambient,4.5
plot13,2016,spruce,1.160583718,ambient,4.5
plot13,2017,larch,0.209891924,ambient,4.5
plot13,2017,all,1.282584897,ambient,4.5
plot13,2017,spruce,1.308011116,ambient,4.5
plot13,2018,larch,0.258475538,ambient,4.5
plot13,2018,all,1.423803909,ambient,4.5
plot13,2018,spruce,1.420945429,ambient,4.5
plot13,2019,larch,0.245090979,ambient,4.5
plot13,2019,all,1.537417479,ambient,4.5
plot13,2019,spruce,1.543541909,ambient,4.5
plot13,2020,larch,0.226621307,ambient,4.5
plot13,2020,all,1.681506816,ambient,4.5
plot13,2020,spruce,1.606188594,ambient,4.5
plot13,2021,larch,0.277418179,ambient,4.5
plot13,2021,all,1.608297554,ambient,4.5
plot13,2021,spruce,1.587847137,ambient,4.5
plot13,2022,larch,0.311340222,ambient,4.5
plot13,2022,all,1.677515624,ambient,4.5
plot13,2022,spruce,1.56955584,ambient,4.5
plot13,2015,larch,0.184009142,ambient,4.5
